date,python_unscaled,python_monthly,isPartial,scale,python
2022-02-08,100,86.0,,0.86,86.0
2022-02-09,96,86.0,,0.86,82.56
2022-02-10,79,86.0,,0.86,67.94
2022-02-11,87,86.0,,0.86,74.82
2022-02-12,59,86.0,,0.86,50.74
2022-02-13,59,95.0,False,0.95,56.05
2022-02-14,82,95.0,,0.95,77.89999999999999
2022-02-15,95,95.0,,0.95,90.25
2022-02-16,94,95.0,,0.95,89.3
2022-02-17,99,95.0,,0.95,94.05
2022-02-18,98,95.0,,0.95,93.1
2022-02-19,67,95.0,,0.95,63.65
2022-02-20,63,90.0,False,0.9,56.7
2022-02-21,80,90.0,,0.9,72.0
2022-02-22,90,90.0,,0.9,81.0
2022-02-23,92,90.0,,0.9,82.8
2022-02-24,89,90.0,,0.9,80.10000000000001
2022-02-25,83,90.0,,0.9,74.7
2022-02-26,66,90.0,,0.9,59.4
2022-02-27,68,88.0,False,0.88,59.84
2022-02-28,85,88.0,,0.88,74.8
2022-03-01,88,88.0,,0.88,77.44
2022-03-02,87,88.0,,0.88,76.56
2022-03-03,87,88.0,,0.88,76.56
2022-03-04,82,88.0,,0.88,72.16
2022-03-05,62,88.0,,0.88,54.56
2022-03-06,56,82.0,False,0.82,45.919999999999995
2022-03-07,78,82.0,,0.82,63.959999999999994
2022-03-08,82,82.0,,0.82,67.24
2022-03-09,79,82.0,,0.82,64.78
2022-03-10,83,82.0,,0.82,68.06
2022-03-11,81,82.0,,0.82,66.42
2022-03-12,57,82.0,,0.82,46.739999999999995
2022-03-13,55,84.0,False,0.84,46.199999999999996
2022-03-14,77,84.0,,0.84,64.67999999999999
2022-03-15,81,84.0,,0.84,68.03999999999999
2022-03-16,84,84.0,,0.84,70.56
2022-03-17,83,84.0,,0.84,69.72
2022-03-18,88,84.0,,0.84,73.92
2022-03-19,52,84.0,,0.84,43.68
2022-03-20,53,86.0,False,0.86,45.58
2022-03-21,78,86.0,,0.86,67.08
2022-03-22,80,86.0,,0.86,68.8
2022-03-23,78,86.0,,0.86,67.08
2022-03-24,80,86.0,,0.86,68.8
2022-03-25,83,86.0,,0.86,71.38
2022-03-26,61,86.0,,0.86,52.46
2022-03-27,59,93.0,False,0.93,54.870000000000005
2022-03-28,86,93.0,,0.93,79.98
2022-03-29,100,93.0,,0.93,93.0
2022-03-30,89,93.0,,0.93,82.77000000000001
2022-03-31,99,93.0,,0.93,92.07000000000001
2022-04-01,84,93.0,,0.93,78.12
2022-04-02,58,93.0,,0.93,53.940000000000005
2022-04-03,55,97.0,False,0.97,53.35
2022-04-04,81,97.0,,0.97,78.57
2022-04-05,90,97.0,,0.97,87.3
2022-04-06,94,97.0,,0.97,91.17999999999999
2022-04-07,89,97.0,,0.97,86.33
2022-04-08,84,97.0,,0.97,81.48
2022-04-09,62,97.0,,0.97,60.14
2022-04-10,58,89.0,False,0.89,51.62
2022-04-11,75,89.0,,0.89,66.75
2022-04-12,83,89.0,,0.89,73.87
2022-04-13,77,89.0,,0.89,68.53
2022-04-14,89,89.0,,0.89,79.21000000000001
2022-04-15,72,89.0,,0.89,64.08
2022-04-16,57,89.0,,0.89,50.730000000000004
2022-04-17,64,100.0,False,1.0,64.0
2022-04-18,88,100.0,,1.0,88.0
2022-04-19,100,100.0,,1.0,100.0
2022-04-20,100,100.0,,1.0,100.0
2022-04-21,100,100.0,,1.0,100.0
2022-04-22,85,100.0,,1.0,85.0
2022-04-23,55,100.0,,1.0,55.0
2022-04-24,58,89.0,False,0.89,51.62
2022-04-25,75,89.0,,0.89,66.75
2022-04-26,87,89.0,,0.89,77.43
2022-04-27,86,89.0,,0.89,76.54
2022-04-28,86,89.0,,0.89,76.54
2022-04-29,72,89.0,,0.89,64.08
2022-04-30,57,89.0,,0.89,50.730000000000004
2022-05-01,62,86.0,False,0.86,53.32
2022-05-02,92,86.0,,0.86,79.12
2022-05-03,91,86.0,,0.86,78.26
2022-05-04,96,86.0,,0.86,82.56
2022-05-05,93,86.0,,0.86,79.98
2022-05-06,76,86.0,,0.86,65.36
2022-05-07,63,86.0,,0.86,54.18
2022-05-08,58,83.0,False,0.83,48.14
2022-05-09,83,83.0,,0.83,68.89
2022-05-10,86,83.0,,0.83,71.38
2022-05-11,100,83.0,,0.83,83.0
2022-05-12,85,83.0,,0.83,70.55
2022-05-13,79,83.0,,0.83,65.57
2022-05-14,51,83.0,,0.83,42.33
2022-05-15,48,73.0,False,0.73,35.04
2022-05-16,73,73.0,,0.73,53.29
2022-05-17,80,73.0,,0.73,58.4
2022-05-18,80,73.0,,0.73,58.4
2022-05-19,82,73.0,,0.73,59.86
2022-05-20,71,73.0,,0.73,51.83
2022-05-21,48,73.0,,0.73,35.04
2022-05-22,47,73.0,False,0.73,34.31
2022-05-23,73,73.0,,0.73,53.29
2022-05-24,81,73.0,,0.73,59.129999999999995
2022-05-25,83,73.0,,0.73,60.589999999999996
2022-05-26,81,73.0,,0.73,59.129999999999995
2022-05-27,71,73.0,,0.73,51.83
2022-05-28,44,73.0,,0.73,32.12
2022-05-29,45,71.0,False,0.71,31.95
2022-05-30,50,71.0,,0.71,35.5
2022-05-31,77,71.0,,0.71,54.669999999999995
2022-06-01,88,71.0,,0.71,62.48
2022-06-02,83,71.0,,0.71,58.93
2022-06-03,86,71.0,,0.71,61.059999999999995
2022-06-04,49,71.0,,0.71,34.79
2022-06-05,49,75.0,False,0.75,36.75
2022-06-06,84,75.0,,0.75,63.0
2022-06-07,90,75.0,,0.75,67.5
2022-06-08,90,75.0,,0.75,67.5
2022-06-09,92,75.0,,0.75,69.0
2022-06-10,76,75.0,,0.75,57.0
2022-06-11,45,75.0,,0.75,33.75
2022-06-12,50,75.0,False,0.75,37.5
2022-06-13,86,75.0,,0.75,64.5
2022-06-14,90,75.0,,0.75,67.5
2022-06-15,97,75.0,,0.75,72.75
2022-06-16,84,75.0,,0.75,63.0
2022-06-17,80,75.0,,0.75,60.0
2022-06-18,50,75.0,,0.75,37.5
2022-06-19,48,77.0,False,0.77,36.96
2022-06-20,69,77.0,,0.77,53.13
2022-06-21,83,77.0,,0.77,63.910000000000004
2022-06-22,91,77.0,,0.77,70.07000000000001
2022-06-23,100,77.0,,0.77,77.0
2022-06-24,92,77.0,,0.77,70.84
2022-06-25,54,77.0,,0.77,41.58
2022-06-26,55,78.0,False,0.78,42.9
2022-06-27,90,78.0,,0.78,70.2
2022-06-28,91,78.0,,0.78,70.98
2022-06-29,89,78.0,,0.78,69.42
2022-06-30,90,78.0,,0.78,70.2
2022-07-01,83,78.0,,0.78,64.74000000000001
2022-07-02,46,78.0,,0.78,35.88
2022-07-03,50,72.0,False,0.72,36.0
2022-07-04,56,72.0,,0.72,40.32
2022-07-05,86,72.0,,0.72,61.919999999999995
2022-07-06,95,72.0,,0.72,68.39999999999999
2022-07-07,88,72.0,,0.72,63.36
2022-07-08,85,72.0,,0.72,61.199999999999996
2022-07-09,47,72.0,,0.72,33.839999999999996
2022-07-10,54,80.0,False,0.8,43.2
2022-07-11,90,80.0,,0.8,72.0
2022-07-12,95,80.0,,0.8,76.0
2022-07-13,91,80.0,,0.8,72.8
2022-07-14,93,80.0,,0.8,74.4
2022-07-15,85,80.0,,0.8,68.0
2022-07-16,53,80.0,,0.8,42.400000000000006
2022-07-17,55,81.0,False,0.81,44.550000000000004
2022-07-18,92,81.0,,0.81,74.52000000000001
2022-07-19,100,81.0,,0.81,81.0
2022-07-20,96,81.0,,0.81,77.76
2022-07-21,99,81.0,,0.81,80.19000000000001
2022-07-22,94,81.0,,0.81,76.14
2022-07-23,49,81.0,,0.81,39.690000000000005
2022-07-24,54,74.0,False,0.74,39.96
2022-07-25,91,74.0,,0.74,67.34
2022-07-26,90,74.0,,0.74,66.6
2022-07-27,94,74.0,,0.74,69.56
2022-07-28,91,74.0,,0.74,67.34
2022-07-29,87,74.0,,0.74,64.38
2022-07-30,46,74.0,,0.74,34.04
2022-07-31,51,76.0,False,0.76,38.76
2022-08-01,83,76.0,,0.76,63.08
2022-08-02,86,76.0,,0.76,65.36
2022-08-03,100,76.0,,0.76,76.0
2022-08-04,84,76.0,,0.76,63.84
2022-08-05,79,76.0,,0.76,60.04
2022-08-06,51,76.0,,0.76,38.76
2022-08-07,50,79.0,False,0.79,39.5
2022-08-08,83,79.0,,0.79,65.57000000000001
2022-08-09,83,79.0,,0.79,65.57000000000001
2022-08-10,90,79.0,,0.79,71.10000000000001
2022-08-11,88,79.0,,0.79,69.52000000000001
2022-08-12,74,79.0,,0.79,58.46
2022-08-13,44,79.0,,0.79,34.760000000000005
2022-08-14,44,71.0,False,0.71,31.24
2022-08-15,82,71.0,,0.71,58.22
2022-08-16,79,71.0,,0.71,56.089999999999996
2022-08-17,92,71.0,,0.71,65.32
2022-08-18,83,71.0,,0.71,58.93
2022-08-19,77,71.0,,0.71,54.669999999999995
2022-08-20,47,71.0,,0.71,33.37
2022-08-21,46,79.0,False,0.79,36.34
2022-08-22,80,79.0,,0.79,63.2
2022-08-23,85,79.0,,0.79,67.15
2022-08-24,89,79.0,,0.79,70.31
2022-08-25,80,79.0,,0.79,63.2
2022-08-26,90,79.0,,0.79,71.10000000000001
2022-08-27,49,79.0,,0.79,38.71
2022-08-28,53,78.0,False,0.78,41.34
2022-08-29,83,78.0,,0.78,64.74000000000001
2022-08-30,90,78.0,,0.78,70.2
2022-08-31,87,78.0,,0.78,67.86
2022-09-01,88,78.0,,0.78,68.64
2022-09-02,74,78.0,,0.78,57.72
2022-09-03,47,78.0,,0.78,36.660000000000004
2022-09-04,49,77.0,False,0.77,37.730000000000004
2022-09-05,56,77.0,,0.77,43.120000000000005
2022-09-06,80,77.0,,0.77,61.6
2022-09-07,88,77.0,,0.77,67.76
2022-09-08,82,77.0,,0.77,63.14
2022-09-09,80,77.0,,0.77,61.6
2022-09-10,52,77.0,,0.77,40.04
2022-09-11,54,85.0,False,0.85,45.9
2022-09-12,86,85.0,,0.85,73.1
2022-09-13,89,85.0,,0.85,75.64999999999999
2022-09-14,95,85.0,,0.85,80.75
2022-09-15,100,85.0,,0.85,85.0
2022-09-16,86,85.0,,0.85,73.1
2022-09-17,56,85.0,,0.85,47.6
2022-09-18,57,90.0,False,0.9,51.300000000000004
2022-09-19,87,90.0,,0.9,78.3
2022-09-20,97,90.0,,0.9,87.3
2022-09-21,93,90.0,,0.9,83.7
2022-09-22,97,90.0,,0.9,87.3
2022-09-23,95,90.0,,0.9,85.5
2022-09-24,58,90.0,,0.9,52.2
2022-09-25,61,89.0,False,0.89,54.29
2022-09-26,87,89.0,,0.89,77.43
2022-09-27,96,89.0,,0.89,85.44
2022-09-28,95,89.0,,0.89,84.55
2022-09-29,95,89.0,,0.89,84.55
2022-09-30,83,89.0,,0.89,73.87
2022-10-01,52,89.0,,0.89,46.28
2022-10-02,54,87.0,False,0.87,46.98
2022-10-03,82,87.0,,0.87,71.34
2022-10-04,83,87.0,,0.87,72.21
2022-10-05,81,87.0,,0.87,70.47
2022-10-06,89,87.0,,0.87,77.42999999999999
2022-10-07,77,87.0,,0.87,66.99
2022-10-08,52,87.0,,0.87,45.24
2022-10-09,56,88.0,False,0.88,49.28
2022-10-10,83,88.0,,0.88,73.04
2022-10-11,82,88.0,,0.88,72.16
2022-10-12,94,88.0,,0.88,82.72
2022-10-13,86,88.0,,0.88,75.68
2022-10-14,77,88.0,,0.88,67.76
2022-10-15,53,88.0,,0.88,46.64
2022-10-16,55,89.0,False,0.89,48.95
2022-10-17,86,89.0,,0.89,76.54
2022-10-18,96,89.0,,0.89,85.44
2022-10-19,87,89.0,,0.89,77.43
2022-10-20,85,89.0,,0.89,75.65
2022-10-21,82,89.0,,0.89,72.98
2022-10-22,51,89.0,,0.89,45.39
2022-10-23,53,96.0,False,0.96,50.879999999999995
2022-10-24,83,96.0,,0.96,79.67999999999999
2022-10-25,87,96.0,,0.96,83.52
2022-10-26,100,96.0,,0.96,96.0
2022-10-27,98,96.0,,0.96,94.08
2022-10-28,88,96.0,,0.96,84.47999999999999
2022-10-29,52,96.0,,0.96,49.92
2022-10-30,53,91.0,False,0.91,48.230000000000004
2022-10-31,86,91.0,,0.91,78.26
2022-11-01,88,91.0,,0.91,80.08
2022-11-02,100,91.0,,0.91,91.0
2022-11-03,88,91.0,,0.91,80.08
2022-11-04,83,91.0,,0.91,75.53
2022-11-05,53,91.0,,0.91,48.230000000000004
2022-11-06,55,83.0,False,0.83,45.65
2022-11-07,84,83.0,,0.83,69.72
2022-11-08,82,83.0,,0.83,68.06
2022-11-09,78,83.0,,0.83,64.74
2022-11-10,84,83.0,,0.83,69.72
2022-11-11,76,83.0,,0.83,63.08
2022-11-12,57,83.0,,0.83,47.309999999999995
2022-11-13,58,88.0,False,0.88,51.04
2022-11-14,89,88.0,,0.88,78.32000000000001
2022-11-15,84,88.0,,0.88,73.92
2022-11-16,84,88.0,,0.88,73.92
2022-11-17,80,88.0,,0.88,70.4
2022-11-18,83,88.0,,0.88,73.04
2022-11-19,53,88.0,,0.88,46.64
2022-11-20,49,68.0,False,0.68,33.32
2022-11-21,76,68.0,,0.68,51.68000000000001
2022-11-22,78,68.0,,0.68,53.040000000000006
2022-11-23,69,68.0,,0.68,46.92
2022-11-24,44,68.0,,0.68,29.92
2022-11-25,47,68.0,,0.68,31.96
2022-11-26,43,68.0,,0.68,29.240000000000002
2022-11-27,51,85.0,False,0.85,43.35
2022-11-28,75,85.0,,0.85,63.75
2022-11-29,84,85.0,,0.85,71.39999999999999
2022-11-30,78,85.0,,0.85,66.3
2022-12-01,100,85.0,,0.85,85.0
2022-12-02,89,85.0,,0.85,75.64999999999999
2022-12-03,63,85.0,,0.85,53.55
2022-12-04,63,87.0,False,0.87,54.81
2022-12-05,87,87.0,,0.87,75.69
2022-12-06,95,87.0,,0.87,82.65
2022-12-07,95,87.0,,0.87,82.65
2022-12-08,93,87.0,,0.87,80.91
2022-12-09,83,87.0,,0.87,72.21
2022-12-10,57,87.0,,0.87,49.589999999999996
2022-12-11,60,76.0,False,0.76,45.6
2022-12-12,78,76.0,,0.76,59.28
2022-12-13,88,76.0,,0.76,66.88
2022-12-14,80,76.0,,0.76,60.8
2022-12-15,81,76.0,,0.76,61.56
2022-12-16,77,76.0,,0.76,58.52
2022-12-17,46,76.0,,0.76,34.96
2022-12-18,42,59.0,False,0.59,24.779999999999998
2022-12-19,77,59.0,,0.59,45.43
2022-12-20,82,59.0,,0.59,48.379999999999995
2022-12-21,75,59.0,,0.59,44.25
2022-12-22,69,59.0,,0.59,40.71
2022-12-23,56,59.0,,0.59,33.04
2022-12-24,39,59.0,,0.59,23.009999999999998
2022-12-25,35,51.0,True,0.51,17.85
2022-12-26,40,51.0,,0.51,20.4
2022-12-27,58,51.0,,0.51,29.580000000000002
2022-12-28,60,51.0,,0.51,30.6
2022-12-29,60,51.0,,0.51,30.6
2022-12-30,52,51.0,,0.51,26.52
